striker,format,recent_runs,recent_avg,recent_sr,career_avg,career_sr,form_score,form_label
Saud Munir,T20I,8,4.0,83.33500000000001,12.5,58.14,87.7,Good
Saud Shakeel,ODI,91,22.75,72.8,28.77,85.39,82.2,Average
Saud Shakeel,PSL,517,28.72,124.70500000000001,31.11,130.84,93.8,Good
Saud Shakeel,Test,298,17.075,41.12,42.9,49.05,61.8,Average
Saurabh Kumar,T20I,5,1.25,19.23,1.25,19.23,100.0,Good
Sazib Bhuiyan,T20I,99,15.3,191.85000000000002,16.11,140.37,115.8,On Fire
Sediqullah Atal,IPL,22,22.0,137.5,22.0,137.5,100.0,Good
Seetharam Guruvayoorappan,T20I,1,1.0,25.0,15.67,68.12,21.5,Poor
Seika Sumi,T20I,58,8.75,84.28,8.31,75.0,108.8,Good
Sejal Vinod,T20I,8,3.0,25.91,4.0,25.0,89.3,Good
Selim Salau,T20I,306,19.25,110.14,23.54,110.39,90.8,Good
Serdar Burak Emir,T20I,54,11.355,94.925,5.4,83.08,162.3,On Fire
Shadab Khan,BBL,104,26.0,125.3,15.17,118.18,138.7,On Fire
Shadab Khan,ODI,100,100.0,68.49,27.13,81.81,226.2,On Fire
Shadab Khan,PSL,346,31.715,148.83,22.99,141.23,121.7,On Fire
Shadab Khan,T20I,330,22.975,151.89,19.65,146.75,110.2,On Fire
Shadman Islam,Test,529,30.35,56.44,28.22,50.21,110.0,Good
Shadnan Khan,T20I,169,28.17,133.07,24.57,131.3,108.0,Good
Shafali Verma,ODI,101,26.25,70.2,24.83,85.24,94.0,Good
Shafali Verma,T20I,856,39.78,158.86,28.17,136.39,128.8,On Fire
Shafali Verma,Test,73,18.25,65.18,53.33,73.14,61.7,Average
Shafali Verma,WPL,563,31.95,138.94,33.06,152.1,94.0,Good
Shafina Mahesh,T20I,219,26.7,84.83,13.55,67.32,161.5,On Fire
Shafiq Jan,T20I,0,0.0,0.0,0.0,0.0,0.0,
Shafiullah Zakhel,T20I,0,0.0,0.0,0.0,0.0,0.0,
Shah Abrar Hussain,T20I,179,25.57,106.55,16.58,99.5,130.7,On Fire
Shah Faisal,ODI,7,7.0,53.85,7.0,53.85,100.0,Good
Shah Faisal,T20I,34,10.665,79.63499999999999,8.5,75.56,115.4,On Fire
Shahab Alam,T20I,3,0.75,30.0,1.5,42.86,60.0,Poor
Shahbaz Ahmed,IPL,67,33.5,126.98,20.1,123.31,134.8,On Fire
Shaheen Shah Afridi,BBL,4,2.0,50.0,2.0,50.0,100.0,Good
Shaheen Shah Afridi,ODI,96,10.975,83.47,12.84,85.6,91.5,Good
Shaheen Shah Afridi,PSL,82,7.685,99.845,11.71,130.57,71.0,Average
Shaheen Shah Afridi,T20I,161,13.805,123.625,13.19,127.51,100.8,Good
Shaheen Shah Afridi,Test,20,4.415,29.505,7.69,42.83,63.2,Average
Shaheryar Butt,T20I,291,31.875,125.98500000000001,24.81,124.3,114.9,On Fire
Shahid Afridi,T20I,158,14.885000000000002,196.765,17.92,157.5,104.0,Good
Shahid Ahmadzai,ODI,12,4.0,46.15,9.5,60.32,59.3,Poor
Shahid Arshad,T20I,42,7.0,62.47,9.08,71.95,82.0,Average
Shahid Aziz,PSL,38,8.835,133.75,7.6,146.15,103.9,Good
Shahid Wasif,T20I,230,57.0,127.575,30.67,116.21,147.8,On Fire
Shahnawaz Patel,T20I,82,13.67,101.23,13.67,101.23,100.0,Good
Shahreeennawab,T20I,67,5.9350000000000005,47.15,13.89,66.73,56.7,Poor
Shahzaib Jamil,T20I,279,18.9,163.325,23.44,135.87,100.4,Good
Shahzaib Khan,PSL,8,2.67,57.14,2.67,57.14,100.0,Good
Shahzeb Afridi,T20I,62,31.0,177.14,31.0,177.14,100.0,Good
Shaik Basha,T20I,32,10.67,72.73,12.62,97.12,79.7,Average
Shakeel Ahmed,ODI,100,10.75,60.91,15.36,57.48,88.0,Good
Shakeel Ahmed,T20I,74,12.335,83.16,14.29,96.05,86.4,Good
Shakeel Zeb,T20I,20,10.0,103.89,20.0,105.26,74.3,Average
Shakib Al Hasan,CPL,180,20.0,138.46,17.91,116.57,115.2,On Fire
Shakib Al Hasan,PSL,0,0.0,0.0,15.0,107.14,0.0,
Shakirah Sadick,T20I,6,3.0,37.5,7.4,44.05,62.8,Average
Shakkir Kassim,T20I,7,7.0,87.5,7.0,87.5,100.0,Good
Shamim Hossain,ODI,34,17.0,82.93,11.2,70.89,134.4,On Fire
Shamim Hossain,T20I,258,15.18,121.595,19.14,124.07,88.7,Good
Shamyl Hussain,ODI,10,5.0,34.48,5.0,34.48,100.0,Good
Shamyl Hussain,PSL,215,23.89,146.26,23.89,146.26,100.0,Good
Shan Masood,PSL,394,27.44,121.285,29.22,133.76,92.3,Good
Shan Masood,Test,612,37.765,56.769999999999996,31.07,52.7,114.6,On Fire
Shantanu Kaveri,T20I,119,8.75,57.574999999999996,12.9,79.01,70.3,Average
Shanzeen Shahzad,T20I,251,11.43,78.42,10.53,72.32,108.5,Good
Shariq Munir,T20I,169,33.75,192.915,18.78,145.69,156.1,On Fire
Shariz Ahmad,T20I,27,9.0,87.1,10.83,103.17,83.8,Average
Sharjeel Khan,PSL,53,53.0,170.97,24.6,140.93,168.4,On Fire
Sharmin Akhter,ODI,679,38.785,65.11500000000001,32.42,61.69,112.6,On Fire
Sharmin Akhter,T20I,391,21.700000000000003,91.13499999999999,19.84,84.44,108.7,Good
Sharmin Sultana,ODI,42,14.0,59.15,7.79,41.13,161.8,On Fire
Sharmin Sultana,T20I,1,1.0,100.0,1.0,100.0,100.0,Good
Shashank Singh,IPL,482,36.0,171.04,37.71,161.61,100.7,Good
Shashikant Laxman,T20I,29,9.67,96.67,8.14,95.8,109.9,Good
Shawaal Zulfiqar,ODI,8,2.67,24.24,3.75,31.25,74.4,Average
Shawaal Zulfiqar,T20I,168,31.0,129.54500000000002,22.08,107.72,130.3,On Fire
Shayan Jahangir,ODI,268,23.105,92.97999999999999,30.6,90.11,89.3,Good
Shayan Jahangir,T20I,209,34.83,130.4,27.24,134.59,112.4,On Fire
Sheikh Rasik,T20I,180,60.0,227.85,38.22,171.14,145.1,On Fire
Shenjian Zheng,T20I,2,2.0,40.0,10.6,117.78,26.4,Poor
Sher Sahak,T20I,234,16.865,127.16999999999999,16.96,133.43,97.4,Good
Sheraz Sheikh,T20I,234,19.395,127.38499999999999,18.83,114.55,107.1,Good
Sheraz Sirwari,T20I,12,3.0,55.715,3.0,63.16,94.1,Good
Shiraz Khan,T20I,4,4.0,44.44,18.12,94.19,34.6,Poor
Shiva Mani,T20I,6,6.0,85.71,6.0,85.71,100.0,Good
Shivam Sharma,ODI,118,19.67,74.21,19.67,74.21,100.0,Good
Shivam Sharma,T20I,24,12.0,218.18,12.0,218.18,100.0,Good
Shivang Kumar,IPL,53,8.83,115.22,8.83,115.22,100.0,Good
Shivani Sati,T20I,3,1.5,35.0,2.0,28.57,98.8,Good
Shivani Singh,WPL,0,0.0,0.0,0.0,0.0,0.0,
Shoaib Bashir,Test,30,11.0,41.620000000000005,8.15,37.99,122.3,On Fire
Shoaib Khan,ODI,56,14.0,60.22,31.0,81.73,59.4,Poor
Shoaib Khan,T20I,79,12.3,115.715,15.96,107.19,92.5,Good
Shoaib Malik,PSL,14,14.0,93.33,31.33,128.14,58.8,Poor
Shoaib Rafiq,T20I,1,0.33,11.11,5.83,87.5,9.2,Poor
Shoriful Islam,ODI,7,2.33,100.0,7.54,87.5,72.6,Average
Shoriful Islam,T20I,50,7.375,90.53,5.27,96.34,117.0,On Fire
Shoriful Islam,Test,24,24.0,53.33,10.12,69.23,157.1,On Fire
Shorna Akter,ODI,202,15.725,73.985,14.95,68.89,106.3,Good
Shorna Akter,T20I,317,23.395,117.245,16.24,103.09,128.9,On Fire
Shreya Voya,T20I,0,0.0,0.0,0.0,0.0,0.0,
Shruti Yadav,T20I,0,0.0,0.0,0.33,12.5,0.0,
Shuaib Al Balushi,T20I,97,19.4,97.98,19.4,97.98,100.0,Good
Shubham Ranjane,ODI,190,34.25,80.005,31.67,80.17,104.0,Good
Shubham Ranjane,T20I,141,70.5,180.77,70.5,180.77,100.0,Good
Shubman Gill,IPL,1382,49.96,159.45499999999998,40.33,142.09,118.0,On Fire
Shubman Gill,ODI,813,51.415,93.175,54.16,99.05,94.5,Good
Shubman Gill,T20I,291,24.25,137.26,28.2,137.56,92.9,Good
Shubman Gill,Test,983,65.53,63.71,43.08,61.5,127.9,On Fire
Shujaat Rasool,T20I,105,35.0,190.91,35.0,190.91,100.0,Good
Sidra Ameen,ODI,1057,58.644999999999996,76.72999999999999,37.89,68.83,133.1,On Fire
Sidra Ameen,T20I,41,14.0,100.0,17.56,88.1,96.6,Good
Sidra Nawaz,ODI,116,19.33,63.04,10.26,52.75,154.0,On Fire
Sikandar Raza,ODI,262,43.665,73.22,33.4,87.76,107.1,Good
Sikandar Raza,PSL,416,27.145,153.895,22.82,151.51,110.3,On Fire
Sikandar Raza,T20I,708,24.815,141.105,24.86,137.06,101.4,Good
Sikandar Raza,Test,83,13.83,64.84,30.27,54.63,82.2,Average
Sikander Zulfiqar,T20I,2,2.0,66.67,6.14,97.73,50.4,Poor
Silda Joy,T20I,10,3.33,35.71,3.33,35.71,100.0,Good
Simarjeet Singh,IPL,3,1.5,42.86,3.33,66.67,54.7,Poor
Simba Mbaki,T20I,4,4.0,57.14,4.0,57.14,100.0,Good
Simrah Mirza,T20I,3,0.6,13.04,0.88,14.58,78.8,Average
Simran Shaikh,WPL,86,12.5,125.36500000000001,9.58,98.29,129.0,On Fire
Siow Tzin Yee,T20I,146,13.43,107.64,23.03,96.09,85.2,Good
Sirajullah Khadim,T20I,15,5.5,77.08500000000001,9.78,88.89,71.5,Average
Snigdha Malhotra,T20I,4,4.0,36.36,4.0,36.36,100.0,Good
Sobu George,T20I,53,26.5,129.27,26.5,129.27,100.0,Good
Sofia Araya,T20I,0,0.0,0.0,0.0,0.0,0.0,
Sofia Mardones,T20I,3,1.5,23.08,1.33,15.38,131.4,On Fire
Sohail Ahmed,T20I,1064,39.84,116.785,38.88,119.29,100.2,Good
Sohel Patel,T20I,67,14.585,105.405,13.11,97.52,109.7,Good
Sojib Miah,T20I,24,12.0,131.25,12.0,133.33,99.2,Good
Sok Srey Maov,T20I,0,0.0,0.0,0.0,0.0,0.0,
Sompal Kami,ODI,132,15.325,86.88,20.35,75.38,95.3,Good
Sompal Kami,T20I,63,19.5,138.92000000000002,11.55,112.72,146.0,On Fire
Sonam,T20I,58,7.4,63.129999999999995,5.25,45.65,139.6,On Fire
Soumya Sarkar,ODI,293,25.015,77.305,33.39,95.04,78.1,Average
Soumya Sarkar,T20I,15,15.0,166.67,18.82,123.53,107.3,Good
Soyeb Pendi,T20I,31,6.2,110.71,6.2,110.71,100.0,Good
Srishti Raha,T20I,1,0.5,25.0,0.5,25.0,100.0,Good
Subham Patel,T20I,123,20.5,113.89,20.5,113.89,100.0,Good
Sufiyan Muqeem,ODI,15,15.0,93.75,15.0,88.24,103.1,Good
Sufiyan Muqeem,PSL,7,1.5,50.0,5.67,65.38,51.5,Poor
Sufiyan Muqeem,T20I,11,5.5,122.22,6.0,105.88,103.5,Good
Sufyan Mehmood,ODI,103,20.6,84.43,17.83,77.54,112.2,On Fire
Sufyan Mehmood,T20I,150,18.0,75.185,18.85,78.27,95.8,Good
Sufyan Naseeb,T20I,17,4.25,85.0,4.25,85.0,100.0,Good
Sufyan Yousaf,T20I,2,2.0,50.0,2.0,50.0,100.0,Good
Suhail Sattar,T20I,41,4.1,74.55,4.1,74.55,100.0,Good
Sukhjinder Singh,ODI,14,14.0,66.67,14.0,66.67,100.0,Good
Sukhjinder Singh,T20I,1,1.0,25.0,1.0,25.0,100.0,Good
Sulaimon Runsewe,T20I,361,13.004999999999999,82.91,19.82,107.16,71.5,Average
Sultana Khatun,ODI,4,2.0,29.09,5.25,43.75,52.3,Poor
Sultana Khatun,T20I,15,7.5,50.0,7.67,69.7,84.8,Average
Sumaiya Akter,ODI,3,1.5,20.0,1.0,15.79,138.3,On Fire
Sunil,T20I,8,8.0,88.89,8.0,88.89,100.0,Good
Sunjidmaa Phillips,T20I,3,0.75,10.34,0.75,10.34,100.0,Good
Surinder Singh,T20I,7,7.0,140.0,7.0,140.0,100.0,Good
Surya Anand,T20I,32,8.25,80.35499999999999,25.64,108.79,53.0,Poor
Suryansh Shedge,IPL,165,20.915,119.6,23.57,163.37,81.0,Average
Suryansh Shedge,T20I,8,4.0,72.73,4.0,72.73,100.0,Good
Susan George,T20I,10,5.0,23.81,5.0,23.81,100.0,Good
Suzan Turan,T20I,71,11.83,84.52,11.83,84.52,100.0,Good
Swann Htet Ko Ko,T20I,23,4.6,88.46,6.33,60.8,109.1,Good
Sweeta Corda,T20I,134,13.4,68.88499999999999,13.4,69.07,99.9,Good
Syed Ahzamul Haq,T20I,70,70.0,109.38,70.0,109.38,100.0,Good
Syed Ali Gillani,T20I,4,4.0,100.0,4.0,100.0,100.0,Good
Syed Aziz,T20I,691,29.235,127.335,26.98,135.11,101.3,Good
Syed Faizan Tahir,T20I,49,7.0,66.22,7.0,66.22,100.0,Good
Syed Haider,T20I,51,25.5,95.0,17.78,108.84,115.4,On Fire
Syed Jawad Haider,T20I,2,2.0,40.0,2.0,40.0,100.0,Good
Syed Naqvi,T20I,6,6.0,60.0,3.25,50.0,152.3,On Fire
Syeda Aroob Shah,ODI,60,30.0,78.95,30.0,77.92,100.7,Good
Sylvia Usabyimana,T20I,18,6.0,60.0,4.4,61.11,117.3,On Fire
T Amresh,T20I,9,4.5,100.0,4.5,100.0,100.0,Good
T Araliya,T20I,9,4.5,90.0,3.0,56.25,155.0,On Fire
T Banda,T20I,14,3.5,24.56,3.5,24.56,100.0,Good
T Banton,BBL,13,13.0,118.18,26.2,169.03,59.8,Poor
T Banton,ODI,38,38.0,92.68,28.67,92.47,116.4,On Fire
T Banton,T20I,408,28.41,154.43,24.5,148.19,110.1,On Fire
T Basile,T20I,27,6.75,56.43,4.83,65.91,112.7,On Fire
T Bavuma,ODI,346,38.44,85.43,42.09,88.46,94.0,Good
T Bavuma,Test,310,51.67,47.91,37.72,48.88,117.5,On Fire
T Bharaj,T20I,134,30.165,135.21,22.46,120.27,123.4,On Fire
T Brits,ODI,1062,33.84,88.72,33.0,81.37,105.8,Good
T Brits,T20I,556,37.144999999999996,117.495,30.04,108.16,116.1,On Fire
T Brown,T20I,43,21.5,86.0,10.17,57.01,181.1,On Fire
T Chanderpaul,Test,166,23.165,31.67,30.25,37.12,80.9,Average
T Chopra,T20I,20,20.0,105.26,14.0,70.0,146.6,On Fire
T Dahiya,IPL,12,6.0,80.0,6.0,80.0,100.0,Good
T De Silva,T20I,28,9.125,58.045,8.0,53.33,111.5,On Fire
T Dissanayake,T20I,141,28.2,121.55,28.2,121.55,100.0,Good
T Dlamini,T20I,6,0.75,8.57,0.8,9.41,92.4,Good
T Elikana,T20I,3,3.0,23.08,3.0,23.08,100.0,Good
T Gwandu,ODI,2,2.0,33.33,6.0,42.86,55.5,Poor
T Gwandu,T20I,10,10.0,100.0,16.0,72.73,100.0,Good
T Gwandu,Test,20,6.67,19.42,6.67,19.42,100.0,Good
T Hinds,CPL,11,5.5,100.0,8.6,148.28,65.7,Average
T Iosefo,T20I,101,10.1,86.32,9.36,85.12,104.7,Good
T Jamtsho,T20I,105,8.84,110.81,14.56,114.41,78.8,Average
T Jikoibure,T20I,0,0.0,0.0,0.0,0.0,0.0,
T Kaitano,Test,92,15.33,40.71,23.25,29.11,102.9,Good
T Khabo,T20I,40,6.29,49.68,6.54,34.0,121.1,On Fire
T Kobeli,T20I,6,3.0,27.27,4.36,36.97,71.3,Average
T Kohler-Cadmore,PSL,92,13.14,122.67,19.94,134.26,78.6,Average
T Kolcunova,T20I,21,4.2,31.82,12.9,68.62,39.5,Poor
T Koula,T20I,0,0.0,0.0,0.0,0.0,0.0,
T Leskinen,T20I,1,1.0,100.0,1.0,100.0,100.0,Good
T Luka,T20I,66,8.25,55.0,8.63,55.41,97.4,Good
T Lungameni,ODI,2,1.0,12.5,6.57,44.66,21.6,Poor
T Maika,T20I,30,6.0,51.72,7.0,50.72,93.8,Good
T Makaya,T20I,4,4.0,66.67,4.0,66.67,100.0,Good
T Makusha,ODI,22,3.835,46.075,4.4,55.0,85.5,Good
T Makusha,T20I,20,10.0,90.6,10.0,90.91,99.8,Good
T Malinga,T20I,20,5.0,25.97,3.29,21.5,136.4,On Fire
T Manders,T20I,73,73.0,143.14,38.15,134.33,149.0,On Fire
T Marumani,ODI,2,2.0,40.0,15.43,67.5,36.1,Poor
T Marumani,T20I,637,22.025,130.595,21.73,127.81,101.8,Good
T Mayes,ODI,8,8.0,160.0,8.0,160.0,100.0,Good
T Mayes,Test,8,4.0,21.62,4.0,21.62,100.0,Good
T Moses,T20I,2,2.0,40.0,2.0,40.0,100.0,Good
T Mosobela,T20I,1,1.0,25.0,1.0,25.0,100.0,Good
T Mpandakwaya,T20I,2,2.0,50.0,9.0,72.0,45.8,Poor
T Mulepati,T20I,82,11.0,35.695,13.67,38.14,87.0,Good
T Munyonga,ODI,53,53.0,81.54,24.17,72.86,165.6,On Fire
T Munyonga,T20I,216,13.375,115.98,14.15,104.95,102.5,Good
T Murphy,BBL,15,15.0,71.43,30.0,85.71,66.7,Average
T Musekiwa,T20I,219,10.99,110.75,15.7,134.76,76.1,Average
T Natarajan,IPL,1,1.0,50.0,4.0,57.14,56.3,Poor
T Nightingale,T20I,278,21.415,137.41,21.0,131.52,103.2,Good
T Parima,T20I,185,20.875,105.95500000000001,23.42,127.14,86.2,Good
T Parisi-mesimeri,T20I,33,5.5,61.19,5.43,50.67,111.0,On Fire
T Perera,T20I,78,19.5,108.33,20.56,103.74,99.6,Good
T Putthawong,ODI,46,11.5,44.66,9.62,35.81,122.1,On Fire
T Putthawong,T20I,44,11.0,67.69999999999999,13.07,76.25,86.5,Good
T Ramabitsa,T20I,6,1.5,30.0,3.12,45.45,57.0,Poor
T Rossi,T20I,165,52.75,151.47,17.27,112.12,220.3,On Fire
T Sandaruwan,T20I,75,6.915,87.735,9.38,111.94,76.0,Average
T Sandeep,T20I,143,28.6,141.58,26.42,114.03,116.2,On Fire
T Sangha,BBL,12,12.0,70.59,7.75,72.09,126.4,On Fire
T Sangha,ODI,6,3.0,17.645,3.0,25.0,85.3,Good
T Saville,T20I,60,20.0,146.34,20.0,146.34,100.0,Good
T Seesawan,T20I,0,0.0,0.0,0.0,0.0,0.0,
T Shadrack,T20I,177,13.55,73.32,11.94,60.4,117.4,On Fire
T Shamsi,BBL,16,16.0,51.61,16.0,51.61,100.0,Good
T Shamsi,CPL,6,6.0,85.71,8.67,61.9,103.8,Good
T Skordili,T20I,5,5.0,125.0,3.0,66.67,177.1,On Fire
T Smith,T20I,67,12.5,117.025,12.4,84.93,119.3,On Fire
T Stubbs,IPL,581,42.04,140.155,42.87,151.93,95.2,Good
T Stubbs,ODI,143,23.83,77.3,36.1,88.26,76.8,Average
T Stubbs,T20I,296,82.855,130.70499999999998,31.16,133.24,182.0,On Fire
T Stubbs,Test,259,25.9,38.09,33.0,46.51,80.2,Average
T Suri,ODI,13,13.0,61.9,22.75,73.39,70.7,Average
T Taylor,T20I,7,7.0,53.85,10.3,74.1,70.3,Average
T Thorpe,T20I,16,4.0,48.48,4.0,48.48,100.0,Good
T Trajkovic,T20I,83,20.75,77.57,16.43,76.16,114.1,On Fire
T Tshose,T20I,134,10.315,91.37,12.64,112.7,81.3,Average
T Wangchuk,T20I,35,4.38,71.43,5.22,72.31,91.3,Good
T Wilson,ODI,7,7.0,175.0,7.0,175.0,100.0,Good
T Wuatai,T20I,3,1.5,60.0,5.0,34.48,102.0,Good
T Yangchen,T20I,4,2.0,25.0,4.0,26.67,71.9,Average
T Yotharat,T20I,0,0.0,0.0,10.0,41.67,0.0,
T Zangmo,T20I,106,9.285,64.23,13.17,64.12,85.3,Good
T de Zorzi,ODI,245,35.0,106.52,41.73,102.45,93.9,Good
T de Zorzi,T20I,40,20.0,153.85,20.0,153.85,100.0,Good
T de Zorzi,Test,319,31.9,55.38,30.63,54.8,102.6,Good
T van der Gugten,ODI,6,6.0,35.29,16.57,69.88,43.4,Poor
TA Blundell,Test,344,27.905,58.269999999999996,34.0,53.82,95.2,Good
TA Boult,IPL,10,5.0,133.335,10.33,109.41,85.1,Good
TA Dudnath,T20I,43,7.17,58.9,8.14,61.96,91.6,Good
TA Imlach,Test,169,15.36,35.5,15.36,35.5,100.0,Good
TA Khetsi,T20I,6,2.0,60.0,2.0,60.0,100.0,Good
TA Lavia,T20I,61,8.71,63.54,8.71,63.54,100.0,Good
TAW Patterson,T20I,12,6.0,57.14,7.0,51.47,98.4,Good
TB Godisamang,T20I,1,0.25,7.145,0.5,6.67,78.6,Average
TB Pawde,T20I,175,20.125,96.78,18.4,90.64,108.1,Good
TB Robinson,T20I,446,31.1,145.635,30.74,140.05,102.6,Good
TC Barker,T20I,107,13.375,140.53500000000003,20.87,126.27,87.7,Good
TC Bruce,ODI,33,33.0,94.29,33.0,94.29,100.0,Good
TC Bruce,T20I,65,16.25,120.37,20.24,121.99,89.5,Good
TC Mataora,T20I,113,18.83,86.26,18.83,86.26,100.0,Good
TD Andrews,BBL,63,63.0,233.33,49.0,150.77,141.7,On Fire
TD Chaoana,T20I,24,6.0,68.57,5.56,66.67,105.4,Good
TE Tsiga,Test,162,7.82,44.83,12.67,36.68,92.0,Good
TF Rogers,BBL,195,16.25,112.875,20.18,121.55,86.7,Good
TG Norris,T20I,73,11.25,94.87,12.17,102.82,92.4,Good
TG Thamae,T20I,55,18.33,134.15,8.14,105.56,176.1,On Fire
TH David,BBL,319,53.17,159.5,29.67,155.8,140.8,On Fire
TH David,CPL,212,26.5,153.62,26.6,142.7,103.6,Good
TH David,IPL,492,48.11,186.71,32.89,177.08,125.9,On Fire
TH David,T20I,458,35.19,186.25,36.82,169.6,102.7,Good
TH Semau,T20I,14,3.5,50.0,2.44,44.9,127.4,On Fire
TH Tector,T20I,121,16.25,135.97,17.29,142.35,94.8,Good
TI Gajanayake,T20I,160,10.645,52.53,19.31,71.41,64.3,Average
TJ Draca,T20I,11,5.5,78.57,5.5,78.57,100.0,Good
TJ Mahe,T20I,5,0.835,16.665,3.1,52.54,29.3,Poor
TJG Pringle,ODI,4,4.0,28.57,2.0,35.71,140.0,On Fire
TJG Pringle,T20I,16,16.0,114.29,10.08,97.58,137.9,On Fire
TK Curran,BBL,62,16.5,128.57,20.88,144.8,83.9,Average
TK Curran,PSL,76,15.2,140.74,13.86,149.23,102.0,Good
TKP Rajapaksha,T20I,62,15.5,75.61,11.54,75.0,117.6,On Fire
TL Chivanga,ODI,2,2.0,50.0,20.0,80.0,36.2,Poor
TL Chivanga,Test,49,6.12,32.67,7.1,32.72,93.0,Good
TL Cutler,T20I,1,0.5,9.09,13.8,106.15,6.1,Poor
TL Seifert,BBL,356,23.195,130.235,26.94,136.62,90.7,Good
TL Seifert,CPL,396,44.0,169.23,28.26,129.59,143.1,On Fire
TL Seifert,IPL,19,6.33,105.56,7.5,109.76,90.3,Good
TL Seifert,ODI,26,26.0,89.66,14.75,105.36,130.7,On Fire
TL Seifert,PSL,242,24.2,148.47,26.5,141.33,98.2,Good
TL Seifert,T20I,923,43.61,166.075,30.11,146.29,129.2,On Fire
TM Head,IPL,784,28.049999999999997,166.365,32.42,170.05,92.2,Good
TM Head,ODI,303,33.67,115.65,43.35,105.21,93.8,Good
TM Head,T20I,242,18.0,141.06,29.09,157.71,75.7,Average
TM Head,Test,1009,68.425,87.46000000000001,44.15,69.83,140.1,On Fire
TM Macalou,T20I,39,7.8,51.32,7.67,44.88,108.0,Good
TM McGrath,ODI,169,15.44,72.105,27.77,87.86,68.8,Average
TM McGrath,T20I,105,52.5,131.7,42.78,132.0,111.2,On Fire
TM McGrath,Test,25,12.5,37.455,33.73,49.73,56.2,Poor
TM McGrath,WPL,26,5.2,70.27,25.36,135.5,36.2,Poor
TP Alsop,BBL,115,23.0,126.37,23.0,126.37,100.0,Good
TP Kanwar,WPL,109,22.665,125.925,14.0,105.0,140.9,On Fire
TP Ura,T20I,266,66.5,186.01,35.79,162.51,150.1,On Fire
TP Ward,BBL,200,20.165,124.79499999999999,22.22,136.05,91.2,Good
TRR Sharfudheen,T20I,7,1.665,37.144999999999996,1.67,27.03,118.6,On Fire
TS Erichsen,T20I,49,11.335,57.25,15.11,70.47,78.1,Average
TS Fray,T20I,153,15.3,89.47,17.47,91.04,92.9,Good
TS Hasabnis,ODI,83,83.0,113.7,46.67,78.65,161.2,On Fire
TS Mills,CPL,36,18.0,171.43,18.0,171.43,100.0,Good
TS Mills,PSL,7,7.0,77.78,9.0,90.0,82.1,Average
TS Muyeye,BBL,3,3.0,42.86,3.0,42.86,100.0,Good
TS Omary,T20I,0,0.0,0.0,4.25,53.12,0.0,
TS Rogers,BBL,66,66.0,132.0,20.0,115.56,222.1,On Fire
TS Sekhukhune,ODI,31,31.0,79.49,9.17,44.72,257.9,On Fire
TS Sekhukhune,T20I,7,7.0,58.33,4.25,51.52,139.0,On Fire
TS Shwe,T20I,4,4.0,22.22,4.0,22.22,100.0,Good
TT Aung,T20I,77,10.435,50.22,12.83,59.24,83.1,Average
TT Beaumont,ODI,534,33.38,82.92,41.51,78.29,93.2,Good
TT Beaumont,T20I,116,23.2,131.82,24.63,112.57,105.6,Good
TT Beaumont,Test,57,14.25,32.285,32.32,48.61,55.3,Poor
TT Maposa,T20I,43,5.375,42.155,13.75,98.21,41.0,Poor
TT Soe,T20I,160,17.165,91.515,11.66,78.03,132.2,On Fire
TU Deshpande,IPL,33,10.0,136.60500000000002,13.5,150.0,82.6,Average
TV Badri Narayanan,T20I,22,5.5,40.74,5.5,40.74,100.0,Good
TV Valivarthi,T20I,15,7.5,55.56,7.5,55.56,100.0,Good
TWM Latham,ODI,541,28.495,74.745,34.02,84.38,86.2,Good
TWM Latham,Test,616,49.085,56.325,38.86,48.17,121.6,On Fire
Tafseer Ali,T20I,33,12.835,87.62,11.5,69.7,118.7,On Fire
Taful Elkhair,T20I,29,6.5,47.91,5.0,52.63,110.5,On Fire
Taher Muhammad,T20I,101,14.25,86.905,10.15,73.33,129.5,On Fire
Taijul Islam,Test,148,11.465,46.84,10.3,38.73,116.1,On Fire
Taj Nehar,T20I,20,5.0,66.66499999999999,6.12,75.38,85.1,Good
Tanvir Islam,ODI,31,4.5,59.21,5.17,64.58,89.4,Good
Tanvir Islam,T20I,1,1.0,25.0,12.0,75.0,20.8,Poor
Tanzeel Sheikh,T20I,39,9.75,111.43,14.56,152.33,70.1,Average
Tanzid Hasan,ODI,621,35.59,102.3,30.78,103.58,107.2,Good
Tanzid Hasan,T20I,838,36.025000000000006,130.53,29.58,127.75,112.0,On Fire
Tanzid Hasan,Test,30,15.0,73.17,15.0,73.17,100.0,Good
Tanzim Hasan Sakib,ODI,39,13.0,100.0,22.33,84.28,88.4,Good
Tanzim Hasan Sakib,T20I,135,16.88,118.42,14.77,109.71,111.1,On Fire
Tanzim Hasan Sakib,Test,41,41.0,51.25,41.0,51.25,100.0,Good
Taranjeet Singh,T20I,554,38.0,151.715,36.41,161.17,99.3,Good
Taranjit Singh,T20I,128,37.43,197.115,17.25,181.58,162.8,On Fire
Tarun Sharma,T20I,129,11.915,96.66999999999999,11.5,96.99,101.6,Good
Tashi Dorji,T20I,92,13.55,147.645,11.75,138.24,111.1,On Fire
Tashi Phuntsho,T20I,49,21.165,52.295,14.33,67.54,112.6,On Fire
Taskin Ahmed,ODI,46,4.365,55.255,7.67,59.81,74.6,Average
Taskin Ahmed,T20I,36,6.75,150.0,10.81,104.13,103.2,Good
